"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
3.13385936092933e-66,2.54996324880931,0.333,0.064,4.29777472757848e-62,"2","CTSZ","CD14 Mono"
2.51862311326667e-65,1.29628363134354,0.844,0.597,3.45403973753392e-61,"2","S100A10","CD14 Mono"
3.90183104411925e-65,2.3038393329414,0.572,0.215,5.35097109390514e-61,"2","LINC00936","CD14 Mono"
1.17570696676092e-64,1.75015295524838,0.501,0.153,1.61236453421592e-60,"2","FGR","CD14 Mono"
4.07244847617434e-62,1.48879336449225,0.748,0.408,5.58495584022549e-58,"2","PRELID1","CD14 Mono"
1.90094162934921e-61,2.67074727676161,0.333,0.07,2.6069513504895e-57,"2","PGD","CD14 Mono"
1.84089636007094e-60,1.97998493650696,0.393,0.096,2.52460526820128e-56,"2","HCK","CD14 Mono"
4.8793106187329e-60,3.33749442136089,0.293,0.055,6.6914865825303e-56,"2","MAFB","CD14 Mono"
5.25049510651772e-60,1.92416761902243,0.516,0.181,7.2005289890784e-56,"2","CTSD","CD14 Mono"
6.36597481945422e-60,2.95961194854937,0.347,0.077,8.73029786739952e-56,"2","FGL2","CD14 Mono"
1.49000486537602e-59,2.77688392974289,0.314,0.063,2.04339267237668e-55,"2","MPEG1","CD14 Mono"
2.52744973373607e-59,0.717846839152094,0.979,0.939,3.46614456484565e-55,"2","MT-ND1","CD14 Mono"
2.95645562687829e-59,0.86620646651225,0.956,0.834,4.05448324670088e-55,"2","SERF2","CD14 Mono"
4.25903666262532e-59,1.54047805980622,0.721,0.397,5.84084287912436e-55,"2","NFKBIA","CD14 Mono"
4.87120631754316e-58,2.4017897766806,0.356,0.084,6.68037234387869e-54,"2","SCO2","CD14 Mono"
7.813651734788e-58,2.86233795556338,0.277,0.049,1.07156419890883e-53,"2","SLC11A1","CD14 Mono"
1.3431742411454e-57,2.39456898119243,0.337,0.076,1.8420291543068e-53,"2","EIF4EBP1","CD14 Mono"
1.39200372770725e-57,1.26915201802538,0.632,0.261,1.90899391217773e-53,"2","TIMP1","CD14 Mono"
8.93827259552739e-57,3.40350137933788,0.264,0.045,1.22579470375063e-52,"2","FCGR2A","CD14 Mono"
4.09283256879522e-56,2.13367236105827,0.405,0.113,5.61291058484576e-52,"2","APLP2","CD14 Mono"
5.09296460624055e-56,2.11701574633173,0.328,0.071,6.98449166099829e-52,"2","PILRA","CD14 Mono"
5.27421358145554e-56,1.10217536036471,0.678,0.279,7.23305650560813e-52,"2","HLA-DRB5","CD14 Mono"
1.10358848173623e-55,0.529593141549101,0.998,0.992,1.51346124385306e-51,"2","ACTB","CD14 Mono"
1.91853926052794e-55,1.72538248769434,0.582,0.249,2.63108474188802e-51,"2","C20orf24","CD14 Mono"
2.54738767623167e-55,1.88733733145888,0.553,0.218,3.49348745918411e-51,"2","CNPY3","CD14 Mono"
8.79658278325234e-54,2.32715166144791,0.295,0.058,1.20636336289523e-49,"2","RNASE6","CD14 Mono"
1.21827729172338e-53,2.33702562498749,0.318,0.071,1.67074547786944e-49,"2","TBXAS1","CD14 Mono"
1.40324201040874e-52,1.06324110818548,0.84,0.65,1.92440609307455e-48,"2","EIF4A1","CD14 Mono"
1.65461043647147e-52,0.724298990082255,0.983,0.911,2.26913275257697e-48,"2","PFDN5","CD14 Mono"
1.7669349473977e-52,1.33117533507936,0.553,0.202,2.42317458686121e-48,"2","HLA-DMA","CD14 Mono"
1.89148063908749e-52,1.25482257339326,0.723,0.408,2.59397654844459e-48,"2","FKBP1A","CD14 Mono"
2.01456962495699e-51,0.407313327755277,1,1,2.76278078366602e-47,"2","TMSB4X","CD14 Mono"
2.19550072627819e-50,1.65962287473351,0.499,0.188,3.0109096960179e-46,"2","STXBP2","CD14 Mono"
1.79241493416764e-49,2.91181571546421,0.277,0.059,2.4581178407175e-45,"2","C5AR1","CD14 Mono"
2.37800880697321e-49,2.28509351773682,0.376,0.108,3.26120127788306e-45,"2","IFNGR2","CD14 Mono"
7.19486311904437e-49,2.17010742846452,0.372,0.112,9.86703528145745e-45,"2","C4orf48","CD14 Mono"
1.67819073523249e-48,1.48007542149252,0.559,0.24,2.30147077429783e-44,"2","PGLS","CD14 Mono"
3.32809628644383e-48,1.56004597624127,0.52,0.206,4.56415124722907e-44,"2","AMICA1","CD14 Mono"
8.97134875889908e-48,1.95279743882646,0.328,0.087,1.23033076879542e-43,"2","GCA","CD14 Mono"
1.35709841784927e-47,1.63466909285021,0.62,0.309,1.86112477023849e-43,"2","SERPINB1","CD14 Mono"
1.7544204806554e-46,1.37307609770095,0.692,0.394,2.40601224717082e-42,"2","ISG15","CD14 Mono"
2.61306347086023e-46,1.28014833134816,0.717,0.437,3.58355524393772e-42,"2","FOSB","CD14 Mono"
2.77872539928017e-46,1.12874723300136,0.765,0.466,3.81074401257283e-42,"2","LAMTOR4","CD14 Mono"
5.80330099813459e-46,1.57546979895461,0.495,0.191,7.95864698884178e-42,"2","ASAH1","CD14 Mono"
5.76615447340292e-45,0.936485127301075,0.844,0.677,7.90770424482477e-41,"2","ALDOA","CD14 Mono"
4.93427113876821e-44,2.38546094678963,0.283,0.069,6.76685943970672e-40,"2","CYBB","CD14 Mono"
2.021422605639e-43,0.472647427840872,0.996,0.994,2.77217896137333e-39,"2","MT-CO1","CD14 Mono"
3.78136662542853e-43,2.21786692192711,0.274,0.065,5.18576619011269e-39,"2","CPPED1","CD14 Mono"
4.24196353094084e-43,1.92379750482796,0.534,0.245,5.81742878633227e-39,"2","H2AFY","CD14 Mono"
7.59104184909513e-43,1.47451111528151,0.626,0.32,1.04103547918491e-38,"2","GLRX","CD14 Mono"
2.84855448653705e-42,1.74339594599113,0.387,0.128,3.90650762283691e-38,"2","LGALS9","CD14 Mono"
5.77673356804558e-42,1.56965405730705,0.615,0.319,7.92221241521771e-38,"2","ATP6V1F","CD14 Mono"
5.01278927311238e-41,0.908225399030895,0.715,0.462,6.87453920914631e-37,"2","VAMP8","CD14 Mono"
1.2725084448293e-40,1.9953738113574,0.27,0.066,1.7451180812389e-36,"2","LRRC25","CD14 Mono"
1.2904342967341e-40,1.20945460463269,0.719,0.436,1.76970159454115e-36,"2","TCEB2","CD14 Mono"
2.35809488275276e-40,0.833239235681448,0.763,0.433,3.23389132220714e-36,"2","HLA-DPA1","CD14 Mono"
2.75732050873377e-40,2.37607241318039,0.345,0.111,3.78138934567749e-36,"2","JUND","CD14 Mono"
3.37311988343931e-40,1.86521752515285,0.368,0.121,4.62589660814867e-36,"2","NCF1","CD14 Mono"
1.93160395574247e-39,1.21066458569648,0.601,0.322,2.64900166490523e-35,"2","C10orf54","CD14 Mono"
3.38880376276436e-39,1.66380146562923,0.291,0.076,4.64740548025504e-35,"2","RP11-290F20.3","CD14 Mono"
4.27394606856482e-39,2.14312539870772,0.37,0.127,5.8612896384298e-35,"2","SAT2","CD14 Mono"
1.2053532872294e-37,1.55659687020297,0.443,0.176,1.6530214981064e-33,"2","GLIPR2","CD14 Mono"
2.29680366383147e-37,1.31597323839476,0.457,0.178,3.14983654457848e-33,"2","FAM26F","CD14 Mono"
2.54687399823453e-37,2.28351020972879,0.272,0.075,3.49278300117883e-33,"2","MIR24-2","CD14 Mono"
3.64548925143689e-37,1.56954124205513,0.422,0.159,4.99942395942056e-33,"2","BID","CD14 Mono"
3.68383894299771e-37,0.685737120895116,0.942,0.833,5.05201672642706e-33,"2","MYL6","CD14 Mono"
4.18181966732874e-37,2.0852479337068,0.279,0.076,5.73494749177464e-33,"2","TMEM205","CD14 Mono"
1.18086617876562e-36,2.24725787747792,0.299,0.092,1.61943987755917e-32,"2","RHOB","CD14 Mono"
1.11153181911261e-35,1.01734559508678,0.574,0.293,1.52435473673104e-31,"2","LAMTOR1","CD14 Mono"
3.39376835628974e-35,1.336078749916,0.516,0.242,4.65421392381576e-31,"2","CLTA","CD14 Mono"
5.19602385655259e-35,0.630709427467579,0.761,0.465,7.12582711687622e-31,"2","HLA-DPB1","CD14 Mono"
9.0321745437923e-35,1.26921076299372,0.505,0.245,1.23867241693568e-30,"2","GSTO1","CD14 Mono"
2.30868673405011e-34,0.818018706378649,0.827,0.633,3.16613298707632e-30,"2","LY6E","CD14 Mono"
4.68248944264342e-34,1.55463547851673,0.428,0.186,6.42156602164119e-30,"2","GNAI2","CD14 Mono"
9.86825728743754e-34,1.26894311986202,0.622,0.339,1.35333280439918e-29,"2","RHOG","CD14 Mono"
1.31770097765202e-33,1.2916045731265,0.528,0.259,1.80709512075198e-29,"2","ANXA5","CD14 Mono"
1.34647863912134e-33,1.28396615058498,0.505,0.238,1.846560805691e-29,"2","CARD16","CD14 Mono"
4.68112990168913e-33,0.803574575546562,0.85,0.674,6.41970154717647e-29,"2","ZFP36","CD14 Mono"
4.70853318059849e-33,1.46336631639099,0.385,0.149,6.45728240387277e-29,"2","DYNLT1","CD14 Mono"
7.63740374610278e-33,0.959863242379049,0.715,0.462,1.04739354974053e-28,"2","TPI1","CD14 Mono"
1.33762471319798e-32,1.74120892965829,0.347,0.127,1.83441853167972e-28,"2","BNIP3L","CD14 Mono"
7.58740217396105e-32,1.96234123320004,0.304,0.1,1.04053633413702e-27,"2","SCPEP1","CD14 Mono"
9.71531544240477e-32,1.89371814763587,0.258,0.075,1.33235835977139e-27,"2","CECR1","CD14 Mono"
1.23183864648054e-31,1.00358173249429,0.732,0.503,1.68934351978341e-27,"2","GPX4","CD14 Mono"
2.2608284741241e-31,1.04636697180667,0.561,0.297,3.10050016941379e-27,"2","CD63","CD14 Mono"
2.68882132531734e-31,1.46794646014636,0.383,0.152,3.6874495655402e-27,"2","EFHD2","CD14 Mono"
3.93750402855746e-31,2.19863363614631,0.287,0.094,5.3998930247637e-27,"2","C20orf27","CD14 Mono"
1.81405539907078e-29,1.60068072329073,0.345,0.135,2.48779557428567e-25,"2","ATP6V0D1","CD14 Mono"
8.73391302544672e-28,1.56326079833453,0.378,0.164,1.19776883230976e-23,"2","SOD2","CD14 Mono"
5.17475425305863e-27,0.725618101113942,0.744,0.511,7.09665798264461e-23,"2","SERP1","CD14 Mono"
8.01767743280776e-27,1.63534207624329,0.314,0.121,1.09954428313526e-22,"2","COMT","CD14 Mono"
8.73303244312067e-27,1.27658644766471,0.489,0.253,1.19764806924957e-22,"2","NOP10","CD14 Mono"
1.19986365699426e-26,1.30656878463829,0.385,0.17,1.64549301920192e-22,"2","TIMM13","CD14 Mono"
1.20963854746732e-26,1.31708048207394,0.486,0.25,1.65889830399668e-22,"2","NDUFS7","CD14 Mono"
1.34246567988299e-26,1.82621927120573,0.262,0.091,1.84105743339153e-22,"2","GLUL","CD14 Mono"
1.85067729596068e-26,1.65094613496126,0.445,0.216,2.53801884368048e-22,"2","ARRB2","CD14 Mono"
1.93042738109633e-26,1.66317611767216,0.258,0.086,2.64738811043551e-22,"2","ATOX1","CD14 Mono"
2.6513248886977e-26,1.84031876979855,0.256,0.086,3.63602695236003e-22,"2","THEMIS2","CD14 Mono"
5.90607260471158e-26,1.20102818939648,0.474,0.248,8.09958797010146e-22,"2","SUPT4H1","CD14 Mono"
1.04706188187405e-25,0.578926883389585,0.811,0.608,1.43594066480207e-21,"2","CLIC1","CD14 Mono"
1.32800107253773e-25,1.25656512996675,0.397,0.185,1.82122067087824e-21,"2","LAMTOR2","CD14 Mono"
2.13742704854795e-25,1.02783722497323,0.69,0.469,2.93126745437867e-21,"2","SLC25A5","CD14 Mono"
3.75711430413426e-25,0.792764066225679,0.742,0.539,5.15250655668972e-21,"2","COX6B1","CD14 Mono"
7.30772114567172e-25,1.85471770948301,0.26,0.094,1.00218087791742e-20,"2","NAGK","CD14 Mono"
1.31665782292842e-24,0.956534434137071,0.58,0.342,1.80566453836404e-20,"2","H3F3A","CD14 Mono"
1.42893296633691e-24,0.53588554263846,0.892,0.782,1.95963867003444e-20,"2","ARPC2","CD14 Mono"
2.46070978397277e-24,0.995443859110032,0.559,0.329,3.37461739774026e-20,"2","CSTB","CD14 Mono"
2.95790866775304e-24,1.30853414145073,0.299,0.117,4.05647594695652e-20,"2","ZYX","CD14 Mono"
3.67873585285813e-24,0.951030205487919,0.599,0.372,5.04501834860964e-20,"2","NDUFA11","CD14 Mono"
3.88161364365029e-24,0.974197519756238,0.258,0.087,5.323244950902e-20,"2","MS4A7","CD14 Mono"
5.18551001511447e-24,0.965186021147738,0.53,0.306,7.11140843472799e-20,"2","WDR83OS","CD14 Mono"
6.56656869354398e-24,0.960866036492707,0.638,0.407,9.00539230632621e-20,"2","BST2","CD14 Mono"
8.57469857423163e-24,1.49921465016756,0.41,0.206,1.17593416247013e-19,"2","SAMHD1","CD14 Mono"
1.78162450287202e-23,1.36707709187661,0.314,0.128,2.44331984323868e-19,"2","HSBP1","CD14 Mono"
2.89230932848613e-23,1.00127606189668,0.499,0.277,3.96651301308588e-19,"2","MT2A","CD14 Mono"
4.53197051444922e-23,0.675739641227514,0.723,0.515,6.21514436351567e-19,"2","BRK1","CD14 Mono"
7.35127756165181e-23,1.51740495042161,0.316,0.129,1.00815420480493e-18,"2","OAZ2","CD14 Mono"
2.00612718506675e-22,1.437522974606,0.301,0.123,2.75120282160054e-18,"2","NINJ1","CD14 Mono"
2.68435106313585e-22,1.32878530394727,0.343,0.157,3.68131904798451e-18,"2","POLE4","CD14 Mono"
2.39609139203555e-21,1.27390126348367,0.376,0.181,3.28599973503756e-17,"2","TNFSF10","CD14 Mono"
2.73549869348825e-21,1.53983378984759,0.268,0.107,3.75146290824979e-17,"2","WARS","CD14 Mono"
3.17386734170859e-21,1.96238099042842,0.252,0.097,4.35264167241916e-17,"2","NAPRT1","CD14 Mono"
9.65367467595893e-21,0.679138531274654,0.696,0.51,1.32390494506101e-16,"2","ATP5D","CD14 Mono"
1.89633547210081e-20,0.920564134542797,0.557,0.349,2.60063446643905e-16,"2","COX8A","CD14 Mono"
4.49946778050866e-20,0.791633352951906,0.335,0.147,6.17057011418957e-16,"2","HLA-DMB","CD14 Mono"
5.12286065699613e-20,0.798178890165963,0.599,0.387,7.02549110500449e-16,"2","PKM","CD14 Mono"
8.23061985150447e-20,0.64482042128007,0.649,0.432,1.12874720643532e-15,"2","ITGB2","CD14 Mono"
1.57878204125637e-19,1.1382329208888,0.358,0.174,2.16514169137899e-15,"2","GLIPR1","CD14 Mono"
2.00016955610034e-19,1.45815389753046,0.252,0.102,2.743032529236e-15,"2","CAPNS1","CD14 Mono"
3.84906480012051e-19,0.650537957202931,0.703,0.537,5.27860746688527e-15,"2","RHOA","CD14 Mono"
4.27546885600485e-19,0.321334566803384,0.963,0.942,5.86337798912506e-15,"2","PFN1","CD14 Mono"
1.04182619045595e-18,0.497696423771649,0.884,0.822,1.42876043759129e-14,"2","SLC25A6","CD14 Mono"
1.31203126851461e-18,0.813254180440468,0.647,0.461,1.79931968164094e-14,"2","HIGD2A","CD14 Mono"
1.58326465803418e-18,1.51217530666115,0.328,0.16,2.17128915202807e-14,"2","RILPL2","CD14 Mono"
2.05510460034605e-18,1.3286306187996,0.289,0.131,2.81837044891457e-14,"2","POU2F2","CD14 Mono"
2.16188374863156e-18,1.03810068533825,0.43,0.236,2.96480737287331e-14,"2","CASP1","CD14 Mono"
3.41801910285384e-18,0.655856017195932,0.83,0.713,4.68747139765375e-14,"2","EMP3","CD14 Mono"
5.05965662587748e-18,0.922150004806601,0.52,0.323,6.93881309672837e-14,"2","POLR2L","CD14 Mono"
5.2982303952271e-18,1.07283692559499,0.397,0.21,7.26599316401445e-14,"2","SDCBP","CD14 Mono"
6.34825806905382e-18,0.910927925188173,0.466,0.273,8.70600111590041e-14,"2","RNH1","CD14 Mono"
3.01887830040224e-17,1.79255519763674,0.262,0.116,4.14008970117164e-13,"2","TNFRSF1B","CD14 Mono"
9.41100578444418e-17,1.13407442634354,0.326,0.165,1.29062533327867e-12,"2","SERPINB6","CD14 Mono"
1.13081967870049e-16,1.12260399751587,0.422,0.243,1.55080610736985e-12,"2","TMEM219","CD14 Mono"
1.71583576587293e-16,0.473810665980695,0.992,0.955,2.35309716931814e-12,"2","H3F3B","CD14 Mono"
1.72160040459549e-16,1.19648775319175,0.308,0.15,2.36100279486226e-12,"2","NDUFB1","CD14 Mono"
2.05716044684197e-16,1.24252877456534,0.306,0.147,2.82118983679908e-12,"2","SPG21","CD14 Mono"
2.35547000660376e-16,0.929672856649406,0.439,0.255,3.2302915670564e-12,"2","UQCRFS1","CD14 Mono"
4.22705555588305e-16,1.49665777711677,0.264,0.121,5.79698398933801e-12,"2","STX10","CD14 Mono"
6.37034119355609e-16,0.975975043600404,0.368,0.2,8.73628591284282e-12,"2","NDUFS6","CD14 Mono"
6.44586784870356e-16,0.74277687616881,0.701,0.539,8.83986316771206e-12,"2","UQCR11.1","CD14 Mono"
7.24516151723587e-16,1.02352938970991,0.48,0.297,9.93601450473727e-12,"2","SEC11A","CD14 Mono"
7.83135431011091e-16,0.961957191131622,0.345,0.183,1.07399193008861e-11,"2","ATG3","CD14 Mono"
8.40440306536495e-16,1.35015261345258,0.256,0.115,1.15257983638415e-11,"2","PLSCR1","CD14 Mono"
2.04070199379917e-15,0.936243370045743,0.31,0.157,2.79861871429618e-11,"2","GRB2","CD14 Mono"
2.11571528819028e-15,0.424299856736467,0.938,0.897,2.90149194622415e-11,"2","COX4I1","CD14 Mono"
5.07582356990631e-15,1.24424615383754,0.268,0.13,6.96098444376952e-11,"2","LAP3","CD14 Mono"
8.75212656859538e-15,0.766617307091708,0.524,0.351,1.20026663761717e-10,"2","PSMB3","CD14 Mono"
1.07625421756748e-14,0.272241696049716,0.992,0.972,1.47597503397204e-10,"2","UBA52","CD14 Mono"
1.54852332803032e-14,1.08210541943712,0.301,0.156,2.12364489206078e-10,"2","EPSTI1","CD14 Mono"
1.99877599606852e-14,0.797362818786833,0.403,0.231,2.74112140100837e-10,"2","REEP5","CD14 Mono"
2.13540889487562e-14,1.16075384833215,0.266,0.127,2.92849975843243e-10,"2","PARVG","CD14 Mono"
3.09737983722359e-14,0.519234698014799,0.863,0.808,4.24774670876843e-10,"2","YBX1","CD14 Mono"
3.77538918651265e-14,1.10910657979079,0.455,0.286,5.17756873038345e-10,"2","CASP4","CD14 Mono"
4.47260394727726e-14,0.446776487733008,0.848,0.731,6.13372905329603e-10,"2","ATP5E","CD14 Mono"
4.5788123147168e-14,1.29583914849544,0.304,0.157,6.27938320840262e-10,"2","UQCRC1","CD14 Mono"
6.96717588515294e-14,0.819720598222756,0.628,0.476,9.55478500889875e-10,"2","COX5B","CD14 Mono"
7.05352823352382e-14,0.589251168145794,0.459,0.28,9.67320861945456e-10,"2","BLOC1S1","CD14 Mono"
7.61533633196309e-14,0.805006669391279,0.399,0.237,1.04436722456542e-09,"2","GNB2","CD14 Mono"
1.02025182965315e-13,0.985201627926595,0.405,0.246,1.39917335918633e-09,"2","ZNHIT1","CD14 Mono"
1.19491561823695e-13,0.809809166774863,0.385,0.222,1.63870727885015e-09,"2","RNF7","CD14 Mono"
1.31150396440671e-13,0.739514513434919,0.459,0.293,1.79859653678736e-09,"2","HMGB2","CD14 Mono"
1.99767935120673e-13,1.13280471320653,0.345,0.198,2.73961746224491e-09,"2","VAMP5","CD14 Mono"
2.05302458983296e-13,0.901451374703358,0.482,0.316,2.81551792249692e-09,"2","UBE2L6","CD14 Mono"
2.612852374569e-13,0.969668598429605,0.293,0.151,3.58326574648393e-09,"2","CHMP4B","CD14 Mono"
2.87716562528909e-13,0.736357197174482,0.582,0.416,3.94574493852146e-09,"2","C11orf31","CD14 Mono"
2.91171593841808e-13,1.03736753932105,0.397,0.241,3.99312723794655e-09,"2","HSD17B11","CD14 Mono"
3.43070114623924e-13,1.10188862831552,0.277,0.139,4.70486355195249e-09,"2","IFI27L2","CD14 Mono"
7.84017001987466e-13,0.913947414422234,0.347,0.198,1.07520091652561e-08,"2","CD97","CD14 Mono"
1.02499381850286e-12,0.440495313798606,0.811,0.727,1.40567652269482e-08,"2","EIF3K","CD14 Mono"
1.02653006475336e-12,0.81048199152324,0.536,0.381,1.40778333080276e-08,"2","MCL1","CD14 Mono"
1.31648935632816e-12,0.781041936124766,0.43,0.269,1.80543350326844e-08,"2","ARF5","CD14 Mono"
1.46430668305244e-12,1.1319385500098,0.258,0.134,2.00815018513812e-08,"2","EIF4E2","CD14 Mono"
1.82829906741558e-12,0.251397644218746,0.992,0.982,2.50732934105373e-08,"2","EIF1","CD14 Mono"
2.2529441571027e-12,0.945299050628228,0.416,0.262,3.08968761705065e-08,"2","MRPL23","CD14 Mono"
2.83574701535456e-12,0.74856801249107,0.484,0.325,3.88894345685724e-08,"2","PRDX5","CD14 Mono"
2.85401103630639e-12,1.38560917875233,0.297,0.166,3.91399073519058e-08,"2","MYADM","CD14 Mono"
3.66219851190571e-12,0.810780092366888,0.362,0.215,5.02233903922749e-08,"2","DOK2","CD14 Mono"
4.14627281149148e-12,1.10279084465154,0.285,0.152,5.68619853367942e-08,"2","LSMD1","CD14 Mono"
4.69227050051545e-12,0.447078630457475,0.944,0.879,6.43497976440689e-08,"2","DUSP1","CD14 Mono"
5.54737173629017e-12,1.27376692961641,0.308,0.167,7.60766559914834e-08,"2","PPT1","CD14 Mono"
5.62998320184708e-12,1.10805730687239,0.289,0.158,7.72095896301308e-08,"2","IFI35","CD14 Mono"
6.04351422578687e-12,0.617896131252034,0.676,0.538,8.28807540924411e-08,"2","PSMA7","CD14 Mono"
6.8542663782589e-12,0.694780481638099,0.588,0.433,9.39994091114425e-08,"2","NDUFA13","CD14 Mono"
7.38278761043303e-12,0.708335739719864,0.428,0.271,1.01247549289479e-07,"2","GNAS","CD14 Mono"
1.09501749621827e-11,0.84434136236806,0.331,0.193,1.50170699431374e-07,"2","RNF181","CD14 Mono"
1.60047464204563e-11,0.865303849976966,0.412,0.267,2.19489092410137e-07,"2","GNG5","CD14 Mono"
2.5719064053946e-11,0.802704899953353,0.416,0.264,3.52711244435815e-07,"2","PPP4C","CD14 Mono"
2.66048240373612e-11,0.639448541663802,0.407,0.246,3.64858556848371e-07,"2","VASP","CD14 Mono"
3.23294011223558e-11,1.15465279096068,0.308,0.176,4.43365406991987e-07,"2","TGFB1","CD14 Mono"
3.39184395670256e-11,0.929781308606404,0.264,0.142,4.65157480222189e-07,"2","PHPT1","CD14 Mono"
4.22038966420537e-11,0.704612127703126,0.306,0.17,5.78784238549125e-07,"2","OAS1","CD14 Mono"
5.66007021468362e-11,0.476986270562744,0.518,0.358,7.76222029241711e-07,"2","ID2","CD14 Mono"
6.05379565071853e-11,1.17541810518775,0.295,0.168,8.30217535539539e-07,"2","SNF8","CD14 Mono"
8.46364037490884e-11,1.11523638558072,0.281,0.159,1.160703641015e-06,"2","NAAA","CD14 Mono"
1.04907149857114e-10,1.00623484053938,0.266,0.147,1.43869665314047e-06,"2","C14orf2","CD14 Mono"
1.05788345330794e-10,0.336041733637327,0.786,0.681,1.45078136786651e-06,"2","GMFG","CD14 Mono"
1.69558480253697e-10,0.607577990649132,0.53,0.38,2.32532499819921e-06,"2","NDUFB11","CD14 Mono"
1.90722031542826e-10,0.433292243393453,0.584,0.44,2.61556194057831e-06,"2","SNX3","CD14 Mono"
4.91962131822126e-10,0.827422152728997,0.312,0.183,6.74676867580863e-06,"2","MT-ND3","CD14 Mono"
1.09339941744464e-09,1.1352087020358,0.266,0.152,1.49948796108358e-05,"2","FIBP","CD14 Mono"
1.18115018011281e-09,0.860723871303009,0.26,0.143,1.61982935700671e-05,"2","CAST","CD14 Mono"
1.40234655251768e-09,0.887742299411915,0.291,0.169,1.92317806212275e-05,"2","CLTB","CD14 Mono"
1.68518373407574e-09,0.777951196349195,0.262,0.147,2.31106097291147e-05,"2","SMS","CD14 Mono"
1.83732630763736e-09,0.424556112397202,0.767,0.624,2.51970929829387e-05,"2","KLF6","CD14 Mono"
1.87184005209325e-09,0.479054424630858,0.455,0.314,2.56704144744069e-05,"2","DYNLL1","CD14 Mono"
2.7643429717316e-09,0.714947056630202,0.297,0.171,3.79101995143271e-05,"2","CYC1","CD14 Mono"
2.77859976614162e-09,0.914561361112772,0.389,0.267,3.81057171928662e-05,"2","ATP5I","CD14 Mono"
2.83836877881679e-09,0.744870064680295,0.356,0.223,3.89253894326934e-05,"2","ANAPC11","CD14 Mono"
4.28816503379975e-09,0.891059199382751,0.501,0.369,5.88078952735297e-05,"2","SF3B5","CD14 Mono"
5.64293511003448e-09,0.81599862185578,0.285,0.172,7.73872120990128e-05,"2","COX17","CD14 Mono"
5.858595431144e-09,0.662577205801813,0.559,0.411,8.03447777427088e-05,"2","COPE","CD14 Mono"
6.26670117970287e-09,1.39449405932325,0.314,0.195,8.59415399784451e-05,"2","SDHB","CD14 Mono"
7.40303689404903e-09,0.720003525283644,0.314,0.19,0.000101525247964988,"2","FLNA","CD14 Mono"
8.31759615415653e-09,0.951209006478186,0.252,0.144,0.000114067513658103,"2","LTA4H","CD14 Mono"
1.24248795222769e-08,0.697917114130943,0.378,0.252,0.000170394797768505,"2","AHNAK","CD14 Mono"
1.29742987400339e-08,0.932335152866829,0.274,0.16,0.000177929532920825,"2","SSR3","CD14 Mono"
2.0653668111571e-08,0.738370536453452,0.358,0.24,0.000283244404482085,"2","CHMP1B","CD14 Mono"
2.31392518912286e-08,0.841150737323896,0.266,0.158,0.000317331700436309,"2","BAG1","CD14 Mono"
2.42721433698535e-08,0.701977991131445,0.432,0.31,0.000332868174174172,"2","NDUFB10","CD14 Mono"
2.63980117094825e-08,0.487270197340473,0.374,0.247,0.000362022332583844,"2","RGS19","CD14 Mono"
2.79120138557827e-08,0.753853151844117,0.468,0.33,0.000382785358018203,"2","COX5A","CD14 Mono"
3.59160689867321e-08,0.753185960084179,0.32,0.205,0.000492552970084044,"2","MRPL54","CD14 Mono"
4.70129097443192e-08,0.805422609060205,0.343,0.232,0.000644735044233593,"2","METTL9","CD14 Mono"
6.67830278815702e-08,1.13519531346039,0.289,0.18,0.000915862444367854,"2","IDH3G","CD14 Mono"
7.15444142561475e-08,0.855643236318781,0.26,0.156,0.000981160097108806,"2","ZFAND5","CD14 Mono"
7.21152613308546e-08,0.52392202122737,0.553,0.422,0.00098898869389134,"2","UBL5","CD14 Mono"
8.08634891931477e-08,0.653621585591227,0.335,0.216,0.00110896189079483,"2","MYO1F","CD14 Mono"
1.09604737635622e-07,0.632441559566366,0.449,0.337,0.00150311937193492,"2","LRRFIP1","CD14 Mono"
1.4442089880017e-07,0.651086138155772,0.295,0.184,0.00198058820614553,"2","OXA1L","CD14 Mono"
1.67054341495249e-07,0.663159450904697,0.447,0.327,0.00229098323926585,"2","UQCR10","CD14 Mono"
1.86677956609736e-07,0.638135845077675,0.299,0.187,0.00256010149694591,"2","SQSTM1","CD14 Mono"
2.99027111011828e-07,0.609390332509766,0.424,0.303,0.0041008578004162,"2","ATP5J2","CD14 Mono"
3.81939686044845e-07,0.400421625916146,0.538,0.422,0.00523792085441901,"2","SH3BGRL","CD14 Mono"
5.10786895193424e-07,0.404708132186591,0.603,0.479,0.00700493148068261,"2","ARL6IP4","CD14 Mono"
5.83802356291173e-07,0.496348252256532,0.339,0.224,0.00800626551417715,"2","HN1","CD14 Mono"
6.60361099791297e-07,0.435390139975076,0.345,0.238,0.00905619212253784,"2","NDUFA2","CD14 Mono"
8.61972301685905e-07,0.337783940378854,0.437,0.321,0.0118210881453205,"2","CSNK2B","CD14 Mono"
8.74554418828106e-07,0.60590056240452,0.277,0.178,0.0119936392998086,"2","WASF2","CD14 Mono"
1.2995595849437e-06,0.660597857101107,0.372,0.262,0.0178221601479179,"2","ATP5EP2","CD14 Mono"
2.09661257087306e-06,0.694362709697489,0.295,0.198,0.0287529447969531,"2","CKLF","CD14 Mono"
